CATEGORÍA,CÓDIGO,DESCRIPCIÓN,STOCK,PRECIO DÓLARES,GARANTÍA,MARCA,PROMOCIÓN,DETALLE PROMOCIÓN
tablet android,tbadvtr8990redm,"tablet advance intro tr8990, 7 ips 1024x600, android 14 go, 4g, dual sim, 32gb, ram ",10,79.4,D,advance computer corp,$66.00,R6867: Detalle de #PROMOCIONR6867
tablet android,tblenzach0149pe,"tablet lenovo tab p12 12.7 3k (2944x1840) ltps touch (in-cell,10-point multi-touch)[",3,393.96,D,lenovo - idea,$349.00,R7944: Detalle de #PROMOCIONR7944
tablet android,tblenzada0354pe,"tablet lenovo tab m11, 11 wuxga (1920x1200) ips (in-cell/10-point multi-touch)[@@@]c",5,170.85,D,lenovo - idea,,
"tablet, accesorios de",accadrbpr5850bl,"rubber / estuche de goma para tablet por5850, 7,color azul[@@@]protege tu tablet adv",0,10.05,D,advance computer corp,,
"tablet, accesorios de",accadrbpr5850gn,"rubber / estuche de goma para tablet por5850, 7,color verde[@@@]protege tu tablet ad",0,50.25,D,advance computer corp,,
"tablet, accesorios de",accadrbpr5850pk,"rubber / estuche de goma para tablet por5850, 7,color rosado[@@@]protege tu tablet a",0,100.5,D,advance computer corp,,
"tablet, accesorios de",acsmt1510nbegww,travel adapter 15w_pd (ta only,14,10.3,D,samsung,,
teclado inalambrico,kbte4064n,"teclado inalámbrico teros te-4064n, 2.4 ghz, bluetooth 3.0 / 5.2, 80 teclas, negro[@@",20,11.86,D,teros,,R6773: GRATIS((MOUSE PAD) POR LA COMPRA DE UN TECLADO + MOUSE A TAN SOLO $19.3; R6282: PROMO LIQUIDACION!! DESDE $9.9+IGV C/U POR LA COMPRA DE (5)TECLADO KB TE-4064N BT
teclado para gamers,kbmshss1013vkit,"kit gamer s101-ba de (teclado + mouse + auriculares + pad), retroiluminacion rgb, usb",1,57.29,C,redragon,,
teclado para gamers,kbrdk552gmusbbk,teclado redragon mecánico para juegos rgb led rainbow retroiluminado con cable usb[@@,1,46.73,C,redragon,,
teclado para gamers,kbrdk585prousbc,"teclado gamer k585 pro inalambrico, mecánico parajuegos con una mano/retroiluminacion",1,52.76,C,redragon,,
teclado para gamers,kbwbkte4066g,"teclado inalambrico teros te-4066g, multimedia, con iluminación rgb backlit[@@@]el te",20,12.51,D,teros,$11.00,R6435: Detalle de #PROMOCIONR6435
teclado usb,kbcbkte4067s,"teclado estándar teros te-4067s, usb 2.0, negro[@@@]telado estándar en español teros ",20,4.52,D,teros,,R6498: KIT DE VERANO!! DESDE $4.3+ IGV POR LA COMPRA DE MOUSE+ TECLADO; R6494: OFERTA(3) POR LA COMPRA DE TECLADO EST?NDAR USB TE4067 BK
teclado usb,kbte4065n,"teclado lavable teros te-4065n, ipx7, usb, negro[@@@]descubre el teclado teros te-406",20,10.65,D,teros,$9.20,R6397: Detalle de #PROMOCIONR6397
teclado usb,kbusbsplogk120,"teclado logitech k120, usb, español, silencioso. producto en caja, funcionalidad esta",0,7.94,D,logitech,,
teclado+mouse combo kit,kbmshdste4063n,"kit gamer teros te-4063n, teclado multimedia, mouse, headset, mouse pad[@@@]lleva tu ",20,14.66,D,teros,,R6399: PROMOCION DE VERANO!! POR LA COMPRA DE(5) KB MS HS PAD TEROS TE-4063N
teclado+mouse combo kit,kbmste4062n,"kit teclado y mouse teros te-4062n, usb, acabado elegante, negro, español / óptico[@@",20,4.52,D,teros,,R6842: PROMO(10+1) POR LA COMPRA DE KB MS TEROS TE4062N
teclado+mouse combo kit,kbusbsplogmk235,combo teclado y mouse logitech,2,20.1,D,logitech,,
teclado+mouse kit inalamb,kbmswste4061n,"kit inalámbrico teclado + mouse teros te-4061n, 2.4ghz, receptor nano usb, negro[@@@]",20,6.83,D,teros,,R6280: PROMO *5 TECLADO INALAMBRICO TEROS TE-4061N
televisores led/smart tv,tvadv32fhd0a,"televisor smart advance wadv32fhpe, 32 fhd 1920x1080, wireless, lan, bluetooth[@@@]l",3,111.56,D,advance computer corp,,
televisores led/smart tv,tvadv32uhd0a,"televisor smart advance wadv32hpe, 32 hd 1366x768, wireless, lan, bluetooth[@@@]disf",5,105.53,D,advance computer corp,,
"televisores, racks para",acrackte7111,rack teros te-7111 para televisor de 32 a 75[@@@]optimiza tu espacio con el rack pa,19,8.54,D,teros,,
"televisores, racks para",acrackte7112,rack teros te-7112 para televisor retractil de 32 a 75[@@@]mejora tu experiencia de,16,21.31,D,teros,,
ups interactivo,psaur1000lcdusb,"ups interactivo elise fase, aur-1000-lcd-usb, 1000 va / 600 w, puerto inteligente usb",5,120.6,W,elise,,
ups interactivo,psaur650lcdusb,"ups interactivo elise @fase, aur-650-lcd-usb, 650va / 360w, puerto inteligente usb-hi",4,63.32,W,elise,,
ups interactivo,psaur850lcdusb,"ups interactivo elise @fase, aur-850-lcd-usb, 850va / 480w, puerto inteligente usb-hi",3,95.48,W,elise,,
ups interactivo,psupcdprupr758i,"ups cdp r-upr758i, interactivo, 750va, 375w, 220v, 8 tomacorrientes.[@@@]4 tomas ups/",2,40.7,W,cdp chicago digital power,,
ups interactivo,upscdprupr1008i,"ups cdp r-upr1008i, interactivo, 1000va, 500w, 220vca / 50/60hz (ajuste automatico)[@",8,56.28,W,cdp chicago digital power,,
ups interactivo,upscdprupr508i,"ups cdp r-upr508i, interactivo, 500va, 250w, 220vca / 50/60hz (ajuste automático)[@@@",16,35.18,W,cdp chicago digital power,,
ups interactivo,upscdprupr758i,"ups cdp r-upr758i, interactivo, 750va, 375w, 220vca / 50/60hz (ajuste automático)[@@@",5,44.22,W,cdp chicago digital power,,
ups interactivo,upselpbox-850,"ups interactivo elise serie power box, 850va / 480w, puerto inteligente usb-hid.[@@@]",2,69.35,W,elise,,
ups online,pselizen2k,ups elise fase online serie zen 2000va / 1800w / 4 tomas de salida nema 5-15 / rs232 ,1,391.95,W,elise,,
"video, pci exp nvidia gam",vd6gasrtx3050do,"tarjeta de video asus dual geforce rtx 3050 oc edition 6gb gddr6, pci-e 4.0[@@@]puert",20,179.79,P,asus,,
"video, pci exp nvidia gam",vd6ggbrtx3050wo,"tarjeta de video gigabyte geforce rtx 3050 windforce oc v2 6g, 6gb gddr6, pcie 4.0[@@",19,173.76,P,gigabyte,,
"video, pci exp nvidia gam",vd6gmsrtx3050lp,"tarjeta de video msi geforce rtx 3050 lp 6g oc, 6gb gddr6, pci-express gen 4.0[@@@]pu",8,168.84,P,msi,,
"video, pci exp nvidia gam",vd6gmsrtx3050v2,"tarjeta de video msi geforce rtx 3050 ventus 2x 6g oc, 6gb gddr6, pci-express gen 4.0",20,172.76,P,msi,,
"video, pci exp radeon gam",vd8ggbrx7600gmo,vga 8g gb rx7600 gaming oc gd6,9,263.21,P,gigabyte,$251.90,R7056: Detalle de #PROMOCIONR7056; R6989: COMPRA (01)  PROC AMD RYZEN 5 5600X + (01) GPU GYGABYTE AMD RADEON RX 7600 GAMING OC 8G GRATIS (01)
"video, pci express nvidia",vd1pcmsn210-md3,"tarjeta de video msi nvidia geforce 210, 1gb ddr364-bit, hdmi/dvi/vga, pci-e 2.0 x16.",18,25.02,W,msi,,
"video, pci express nvidia",vd2asgt1030pho,"tarjeta de video asus nvidia geforce gt 1030, 2gbgddr5 64-bit, pci-e 3.0, hdmi/dvi.[@",9,81.3,P,asus,,
"video, pci express nvidia",vd2msgt710lpd3,"tarjeta de video msi nvidia geforce gt 710, 2gb ddr3 64-bit, pci-e 2.0, low-profile.[",0,42.71,W,msi,,
